NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL,R,PLANETDISCMETH,DATE,MASS
Kepler-360 c,,0.0728812,7.186434,,90,2454969.62273,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.187349,Transit,2014,0.0156092
Kepler-262 b,,0.108539,13.060855,,90,2454970.63086,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.121331,Transit,2014,0.00850717
Kepler-381 b,,0.0619291,5.629021,,90,2454967.74616,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0883219,Transit,2014,0.0028129
Kepler-168 c,,0.109272,13.193242,,90,2455008.60934,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.239986,Transit,2014,0.0220797
Kepler-84 f,,0.245953,44.552169,,90,2454993.29097,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.196271,Transit,2014,0.0165098
WASP-49 b,0.376728,0.0378972,2.7817387,0,90,2455580.59436,56.8,Lendl 2012,http://adsabs.harvard.edu/abs/2012A%26A...544A..72L,Lendl 2012,http://adsabs.harvard.edu/abs/2012A%26A...544A..72L,1.115,Transit,2012,0.378231
Kepler-288 b,,0.065318,6.097326,,90,2455187.06412,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.148987,Transit,2014,0.0123736
Kepler-37 c,0.0107883,0.139784,21.301886,0.0984886,66.038,2455012.44,0.92,Barclay 2013,http://adsabs.harvard.edu/abs/2013Natur.494..452B,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,0.066,Transit,2013,0.0107897
Kepler-55 b,,0.153688,27.9481449,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.216597,Transit,2011,0.0188372
Kepler-272 b,,0.0404491,2.971353,,90,2454967.38675,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.127576,Transit,2014,0.0100631
Kepler-231 b,,0.0912341,10.065275,,90,2454969.28185,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.15434,Transit,2014,0.0127755
Kepler-373 b,,0.0612399,5.535309,,90,2454965.76048,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.121331,Transit,2014,0.00850717
Kepler-288 d,,0.288618,56.633742,,90,2454968.55296,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.238201,Transit,2014,0.0218083
Kepler-445 c,,0.0317534,4.871229,0,,,,Muirhead 2015,http://adsabs.harvard.edu/abs/2015ApJ...801...18M,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,0.229,Transit,2010,0.020474
Kepler-21 b,,0.0427173,2.785755,0,90,2455093.8,,Howell 2012,http://adsabs.harvard.edu/abs/2012ApJ...746..123H,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.1459,Transit,2011,0.0121473
Kepler-352 c,,0.125984,16.332995,,90,2454969.90648,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.110625,Transit,2014,0.00621274
Kepler-363 b,,0.046094,3.614568,,90,2454967.69656,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.103488,Transit,2014,0.00493175
Kepler-390 b,,0.0698175,6.738088,,90,2454966.32269,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0731555,Transit,2014,0.00144064
Kepler-340 b,,0.118208,14.844387,,90,2454976.58289,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.225711,Transit,2014,0.0200225
Kepler-335 c,,0.325549,67.844469,,90,2454982.49928,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.273887,Transit,2014,0.0281036
Kepler-226 b,,0.0488289,3.940997,,90,2454969.09337,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.138282,Transit,2014,0.011604
KELT-3 b,1.454,0.0412729,2.70339,0,90,2456024.23,179.6,Pepper 2013,http://adsabs.harvard.edu/abs/2013ApJ...773...64P,Pepper 2013,http://adsabs.harvard.edu/abs/2013ApJ...773...64P,1.358,Transit,2013,1.46164
Kepler-51 c,,0.379271,85.3128662,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,0.508958,Transit,2013,0.0126
Kepler-226 c,,0.0598621,5.349555,,90,2455004.80599,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.202516,Transit,2014,0.0171819
Kepler-11 e,,0.19466,31.9996,0.012,90,2455595.0755,,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,0.373377,Transit,2011,0.0264312
Kepler-366 c,,0.1055,12.51616,,90,2454968.0286,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.159693,Transit,2014,0.0131908
HAT-P-46 b,0.495889,0.0576688,4.463129,0.123,70,,52.2,Hartman 2014,http://adsabs.harvard.edu/abs/2014AJ....147..128H,Hartman 2014,http://adsabs.harvard.edu/abs/2014AJ....147..128H,1.284,Transit,2014,0.493
Kepler-288 c,,0.140842,19.305772,,90,2455206.19055,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.25426,Transit,2014,0.0244074
Kepler-311 b,,0.0857785,9.176092,,90,2454971.7174,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.151664,Transit,2014,0.012573
Kepler-117 c,,0.268407,50.790412,,90,2454968.63097,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1.00812,Transit,2014,0.923754
Kepler-69 c,,0.709354,242.4613,0.14,,2454843.964,,Barclay 2013,http://adsabs.harvard.edu/abs/2013ApJ...768..101B,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,0.15242,Transit,2013,0.0126299
Kepler-296 f,,0.310961,63.335879,,90,2454995.61161,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.159693,Transit,2014,0.0131908
Kepler-228 c,,0.050414,4.134444,,90,2455005.97678,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.240878,Transit,2014,0.0222169
Kepler-23 c,,0.0986522,10.7421,0,90,2454966.2926,,Ford 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..113F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.28523,Transit,2011,0.0305282
Kepler-378 b,,0.124744,16.092361,,90,2454975.51349,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0669105,Transit,2014,0.00105258
Kepler-343 c,,0.159296,23.22182,,90,2454984.0664,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.180212,Transit,2014,0.0149351
Kepler-42 b,,0.0112809,1.2137672,,,,,Muirhead 2012,http://adsabs.harvard.edu/abs/2012ApJ...747..144M,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.0695249,Transit,2011,0.0012042
Kepler-212 b,,0.125596,16.257582,,90,2454972.64774,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0972433,Transit,2014,0.00396389
Kepler-296 c,,0.063479,5.841648,,90,2454968.92127,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.19181,Transit,2014,0.0160511
Kepler-356 b,,0.0542304,4.612696,,90,2454965.77463,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.140066,Transit,2014,0.0117295
HAT-P-13 b,0.8514,0.0426946,2.91625,0.0133,210,2454777.975,106.04,Winn 2010,http://adsabs.harvard.edu/abs/2010ApJ...718..575W,Bakos 2009,http://adsabs.harvard.edu/abs/2009ApJ...707..446B,1.281,Transit,2009,0.85708
Kepler-244 b,,0.0518456,4.311792,,90,2455006.57568,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.246231,Transit,2014,0.0230631
Kepler-9 b,0.248865,0.140548,19.243158,0.150841,18.5551,2455089.7,19.09,Holman 2010,http://adsabs.harvard.edu/abs/2010Sci...330...51H,Holman 2010,http://adsabs.harvard.edu/abs/2010Sci...330...51H,0.842,Transit,2010,0.248945
Kepler-31 d,,0.386163,87.648901,,90,2454967.93828,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.406816,Transit,2014,0.0685925
Kepler-399 d,,0.293358,58.034616,,90,2454971.73323,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.168615,Transit,2014,0.0139171
Kepler-215 c,,0.117265,14.667108,,90,2454978.42381,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.157909,Transit,2014,0.0130508
Kepler-108 b,,0.262717,49.183921,,90,2454974.91123,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.771701,Transit,2014,0.268526
Kepler-348 c,,0.130735,17.265427,,90,2454968.35658,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.118655,Transit,2014,0.00789025
Kepler-124 b,,0.0443423,3.410493,,90,2454964.57549,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0651262,Transit,2014,0.000957504
Kepler-185 c,,0.147681,20.729042,,90,2455018.43642,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.180212,Transit,2014,0.0149351
Kepler-191 c,,0.133112,17.738506,,90,2454981.98862,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.165938,Transit,2014,0.0136944
Kepler-111 b,,0.043745,3.341815,,90,2454974.35574,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.140958,Transit,2014,0.0117926
Kepler-235 b,,0.0437311,3.340222,,90,2455004.97787,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.198947,Transit,2014,0.0167934
Kepler-48 c,0.0456363,0.0851485,9.67395,,,,4.74,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.24177,Transit,2011,0.045968
Kepler-114 b,,0.0586548,5.188549,,90,2454978.3632,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.11241,Transit,2014,0.00656354
Kepler-60 d,,0.105629,11.9016171,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,0.227293,Transit,2013,0.0202381
Kepler-14 b,8.40643,0.0806879,6.790123,0.0350051,89.0179,2454971.07,682.9,Bucchave 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....3B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,1.136,Transit,2011,8.40643
Kepler-234 c,,0.0730543,7.21205,,90,2455005.81664,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.313141,Transit,2014,0.0375018
CoRoT-13 b,1.3102,0.051069,4.03519,0,90,2444790.8091,157.8,Cabrera 2010,http://adsabs.harvard.edu/abs/2010A&A...522A.110C,Cabrera 2010,http://adsabs.harvard.edu/abs/2010A&A...522A.110C,0.885,Transit,2010,1.31099
HAT-P-34 b,3.32973,0.0677467,5.452654,0.441,20,2455431.59629,343.1,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,1.197,Transit,2012,3.334
Kepler-421 b,,1.43442,704.1984,0.041,160,,,Kipping 2014,http://adsabs.harvard.edu/abs/2014ApJ...795...25K,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,0.379,Transit,2010,0.0592807
Kepler-31 b,,0.158038,20.8613,0,90,2454992.141,,Fabrycky 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.383278,Transit,2011,0.0606674
Kepler-85 c,,0.102591,12.513,,,,,Xie 2013,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,0.194,Transit,2012,0.0162741
Kepler-219 d,,0.258138,47.903645,,90,2454974.98257,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.250691,Transit,2014,0.0237984
Kepler-431 b,,0.0718902,6.803,,,,,Everett 2015,http://adsabs.harvard.edu/abs/2015AJ....149...55E,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,0.0696,Transit,2010,0.00120877
Kepler-248 c,,0.125503,16.239494,,90,2455008.56901,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.363101,Transit,2014,0.0541479
Kepler-283 c,,0.400986,92.743711,,90,2455006.31145,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.16237,Transit,2014,0.013404
HAT-P-30 b,0.706657,0.0419042,2.810595,0.035,252,2455454.91,88.1,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJ...735...24J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJ...735...24J,1.34,Transit,2011,0.711088
Kepler-430 c,,0.4757,110.979,,,,,Everett 2015,http://adsabs.harvard.edu/abs/2015AJ....149...55E,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,0.156,Transit,2010,0.0129028
Kepler-251 d,,0.189511,30.133001,,90,2455023.38322,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.247123,Transit,2014,0.0232079
Kepler-234 b,,0.0380552,2.711506,,90,2455003.03513,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.330092,Transit,2014,0.0425085
Kepler-37 b,0.00958399,0.102457,13.367308,0,90,2455017.03271,0.95,Barclay 2013,http://adsabs.harvard.edu/abs/2013Natur.494..452B,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,0.0270078,Transit,2013,0.00958673
Kepler-392 c,,0.0933838,10.423118,,90,2454968.15286,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0981354,Transit,2014,0.00409374
HAT-P-28 b,0.627451,0.0433674,3.257215,0.051,233,2455415.602,84.7,Buchhave 2011,http://adsabs.harvard.edu/abs/2011ApJ...733..116B,Buchhave 2011,http://adsabs.harvard.edu/abs/2011ApJ...733..116B,1.212,Transit,2011,0.627833
Kepler-349 c,,0.103986,12.247629,,90,2454971.21701,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.174859,Transit,2014,0.014454
Kepler-331 d,,0.197812,32.134328,,90,2454975.26823,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.146311,Transit,2014,0.0121773
WTS-2 b,1.11131,0.0185537,1.0187074,0,,2454317.81264,256,Birkby 2014,http://adsabs.harvard.edu/abs/2014MNRAS.440.1470B,Birkby 2014,http://adsabs.harvard.edu/abs/2014MNRAS.440.1470B,1.3,Transit,2014,1.12
Kepler-362 c,,0.220686,37.866281,,90,2454967.35783,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.12936,Transit,2014,0.010538
Kepler-186 e,,0.121623,22.407793,0.03,270,2454975.597,,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,0.113201,Transit,2014,0.00672298
Kepler-321 c,,0.108723,13.093921,,90,2454977.52374,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.206977,Transit,2014,0.0176845
Kepler-376 c,,0.114613,14.172327,,90,2454975.59795,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.159693,Transit,2014,0.0131908
WASP-58 b,0.890462,0.0562022,5.01718,0,90,2455183.9335,110.1,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,1.37,Transit,2013,0.891379
Kepler-244 c,,0.0894244,9.767292,,90,2455019.57903,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.182889,Transit,2014,0.0151834
Kepler-354 b,,0.0608066,5.47666,,90,2454968.70204,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.164154,Transit,2014,0.0135483
Kepler-278 b,,0.189627,30.160546,,90,2454971.51248,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.363101,Transit,2014,0.0541479
Kepler-183 b,,0.0623606,5.687945,,90,2454966.95634,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.183781,Transit,2014,0.0152673
Kepler-210 c,,0.0781034,7.972513,,90,2455004.58436,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.322955,Transit,2014,0.0403249
Kepler-437 b,,0.286604,66.65062,0,90,2455670.6876,,Torres 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...99T,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,0.19092,Transit,2010,0.0159616
Kepler-184 d,,0.184825,29.022358,,90,2455031.3679,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.222143,Transit,2014,0.0195472
Kepler-20 c,0.0494862,0.0930411,10.854092,0,6.46982,2454963.325,4.83,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.273643,Transit,2011,0.0495058
Kepler-47 b,,0.267621,49.514,0,,,,Orosz 2012,http://adsabs.harvard.edu/abs/2012Sci...337.1511O,Orosz 2012,http://adsabs.harvard.edu/abs/2012Sci...337.1511O,0.265621,Transit,2012,0.026473
Kepler-296 b,,0.0461525,3.621457,,90,2454967.7536,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0838612,Transit,2014,0.00233796
Kepler-402 b,,0.0495511,4.028751,,90,2454966.76902,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.108841,Transit,2014,0.00587447
Kepler-260 b,,0.0795006,8.187399,,90,2455093.86771,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.17932,Transit,2014,0.0148535
Kepler-255 c,,0.0905121,9.946047,,90,2455004.70016,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.26675,Transit,2014,0.0266892
Kepler-62 f,,0.717595,267.291,0.094434,237.995,2455442.463,,Borucki 2013,http://adsabs.harvard.edu/abs/2013Sci...340..587B,Borucki 2013,http://adsabs.harvard.edu/abs/2013Sci...340..587B,0.12568,Transit,2013,0
HATS-5 b,0.237646,0.0542014,4.763387,0.019,204,2456272.006,30,Zhou 2014,http://adsabs.harvard.edu/abs/2014AJ....147..144Z,Zhou 2014,http://adsabs.harvard.edu/abs/2014AJ....147..144Z,0.912,Transit,2014,0.237663
Kepler-60 c,,0.0871504,8.9193459,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,0.220162,Transit,2013,0.0192896
Kepler-395 c,,0.209361,34.989262,,90,2454977.22265,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.117763,Transit,2014,0.00769114
Kepler-431 c,,0.0847193,8.703,,,,,Everett 2015,http://adsabs.harvard.edu/abs/2015AJ....149...55E,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,0.0609,Transit,2010,0.00075757
Kepler-233 c,,0.301339,60.418955,,90,2455014.16152,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.24177,Transit,2014,0.0223552
Kepler-327 d,,0.113517,13.969457,,90,2454965.17104,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.15434,Transit,2014,0.0127755
HAT-P-31 b,2.16627,0.0611921,5.005425,0.245,274.3,2454318.48,232.5,Kipping 2011,http://adsabs.harvard.edu/abs/2011AJ....142...95K,Kipping 2011,http://adsabs.harvard.edu/abs/2011AJ....142...95K,1.07,Transit,2011,2.16904
OGLE-TR-113 b,1.25508,0.0228946,1.4324757,0,90,2452325.79823,267,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Konacki 2004; Bouchy 2004,http://adsabs.harvard.edu/abs/2004ApJ...609L..37K ; http://adsabs.harvard.edu/abs/2004A%26A...421L..13B,1.093,Transit,2004,1.26
Kepler-356 c,,0.108876,13.121632,,90,2454966.3931,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.161477,Transit,2014,0.0133325
Kepler-41 b,0.493327,0.0289537,1.855558,0,90,2454970.714,85,Santerne 2011,http://adsabs.harvard.edu/abs/2011A%26A...536A..70S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.841,Transit,2011,0.493545
Kepler-270 b,,0.0995717,11.476094,,90,2454968.3951,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.17932,Transit,2014,0.0148535
Kepler-438 b,,0.171702,35.23319,0,90,2455673.0307,,Torres 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...99T,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,0.0999205,Transit,2010,0.00436191
Kepler-85 b,,0.0780663,8.306,,,,,Xie 2013,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,0.176,Transit,2012,0.0145548
Kepler-313 c,,0.198382,32.273273,,90,2454982.10331,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.22928,Transit,2014,0.0205131
